CASEID,CRASHYEAR,PSU,CASENO,CASENUMBER,CATEGORY,CRASHMONTH,DAYOFWEEK,CRASHTIME,EVENTS,VEHICLES,CAIS,CISS,CINJURED,CINJSEV,CTREAT,ALCINV,DRGINV,MANCOLL,SUMMARY,PANDEMIC,CASEWGT,PSUSTRAT,VERSION
19779,2020,20,83,1-20-2020-083-02,2,10,6,04:45,5,1,2,5,1,0,4,2,2,0,"V1 was traveling south, on a two lane, physically divided highway, in lane one. The driver of V1 fell asleep, and V1 ran off the right side of the road, and the front of V1 impacted a utility pole, and then a fence. V1 continued to travel off the roadway until the wheels of V1 impacted a dirt drainage ditch. V1 continued further until the front right of V1 impacted a dirt berm, and the momentum from the impact caused V1 to initiate a rollover. V1 came to rest on its wheels facing a north easterly direction.",0,87.07805279924,11,5
19780,2020,20,84,1-20-2020-084-03,3,11,6,07:52,2,3,1,1,1,0,4,2,2,1,"V1 was traveling south on a three lane divided highway in lane one. V2 was decelerating on an off-ramp on a three lane divided highway in lane one behind V3. V3 was stopped on an off-ramp on a three lane divided highway in lane one behind traffic. As V1 entered the off-ramp, the front of V1 impacted the rear of V2. After the rear of V2 was impacted, the front of V2 impacted the rear of V3. V1 came to rest facing southeast behind V2. V2 came to rest facing southeast behind V3. V3 came to rest facing southeast in front of V2.",0,202.965223467953,11,5
19782,2020,15,114,1-15-2020-114-09,9,11,2,14:15,2,1,9,97,1,0,8,9,9,0,V1 was traveling westbound on a two way roadway with a single lane of travel in each direction. V2 was legally parked on the north side of the same roadway facing westbound. V3 was legally parked in front of V2. The frontal plane of V1 made contact with the rear side plane of V2. V2 moved forward and the frontal plane of V2 made contact with the rear plane of V3. V1 bounced off of V2 causing it to rollover towards its left side counterclockwise. V1 made an unknown number of quarter rolls. All vehicles came to final rest on the roadway.,0,48.5603912785607,1,5
19783,2020,15,115,1-15-2020-115-04,4,11,5,15:40,1,2,0,0,0,0,0,9,9,4,"V1 was traveling eastbound on a two way roadway with a single lane of travel in each direction. V2 was traveling southbound on a two way roadway with a single lane of travel in each direction. At the intersection, the frontal plane of V1 made contact with the right side plane of V2. Both vehicles came to final rest on the roadway.",0,25.4794864827506,1,5
19784,2020,15,116,1-15-2020-116-10,10,11,2,15:00,1,2,0,0,0,0,0,9,9,4,"V1 was traveling southeast making a left turn on an undivided two way street. V2 was traveling northbound straight on an undivided two lane road. While V1 was making the left turn, V2's frontal plane came into contact with V1's left side. Both vehicles came to final rest in the roadway.",0,171.10727679374,1,5
20225,2020,52,200,1-52-2020-200-02,2,12,6,15:25,1,2,3,13,2,1,3,2,2,4,"Vehicle 1 was traveling north on a two lane, two-way, non-physically divided roadway in lane 1. Vehicle 2 was traveling west on a two lane, two-way, non-physically divided roadway in lane 1, attempting to make a left hand turn. The front plane of V1 made contact with the left plane of V2. This cause V2 to rotate clockwise coming to rest facing north east in the north east corner of the intersection. V1 came to rest on the west side of the roadway north of the intersection facing north.",0,20.3744460339419,12,5
20179,2020,27,96,1-27-2020-096-03,3,12,3,11:22,2,2,1,1,1,0,4,9,9,1,"V2 was traveling south on a two-lane, two-way road. V1 was parked partially on the road in the same lane, facing south. The front of V2 impacted the rear of V1. Both vehicles came to rest in the road.",0,37.0520669410764,3,5
20180,2020,27,97,1-27-2020-097-03,3,12,1,14:33,1,2,3,10,3,1,4,9,9,4,V1 was approaching an intersection while traveling north in lane three on a divided road with three lanes north and two lanes south. V2 was approaching the same intersection while traveling south on the same road in lane one. V1 turned left at the intersection and the front of V2 impacted the right side of V1. V1 rotated clockwise and came to rest in the southwest corner of the intersection facing south. V2 rotated clockwise and came to rest in the intersection facing north.,0,37.0520669244402,3,5
20181,2020,19,184,1-19-2020-184-04,4,12,3,09:01,4,2,0,0,0,0,0,2,2,4,V1 and V2 were both traveling southeast on a four lane undivided roadway. V1 was ahead of V2 in lane one. V1 began to slow and was attempting to make a left turn into the median break. V2 was in lane one and as V1 began to slow change to lane two. V1's left plane contacted V2's right plane. V1 came to rest in the median break. V2 departed the right road edge and the front plane contacted three trees and it came to rest.,0,382.487875698088,9,5
20182,2020,19,185,1-19-2020-185-08,8,12,5,18:58,1,1,9,97,1,0,8,2,2,0,V1 was traveling northeast in lane two of a four lane divided interstate roadway. V1 departed the left road edge into the median. V1 traveled down an embankment and the front plane contacted a tree.,0,102.458576042296,9,5
20183,2020,19,186,1-19-2020-186-10,10,12,7,23:23,4,1,0,0,0,0,0,1,2,0,"V1 was traveling southeast in lane one of a two-lane undivided roadway, approaching a T-intersection, attempting a right turn. V1 began to skid on the roadway before departing the roadway. V1 continued to travel and its front plane contacted a barbed wire fence (hitting a post first). V1's left plane contacted the fence as it continued to travel. The front of V1 then contacted three large hay bales before coming to final rest off the roadway.",0,3619.85368212477,9,5
20184,2020,19,187,1-19-2020-187-04,4,12,5,08:01,1,2,0,0,0,0,0,2,2,4,"V1 was traveling east in lane one of a two-lane undivided roadway. V2 was traveling northwest in lane three of a five-lane divided roadway. V1 was crossing the roadway that V2 was traveling on, via a median crossover. The front plane of V1 contacted the left plane of V2. Both vehicles came to final rest on the roadway.",0,382.487875657101,9,5
19568,2020,10,164,1-10-2020-164-07,7,10,7,17:56,2,2,0,0,0,0,0,2,2,4,"V1 was westbound in the third lane of a four-lane, non-physically divided roadway. V2 was southbound in the second lane of a five-lane, non-physically divided roadway. Both vehicles entered the intersection. The front of V1 impacted the left side of V2. The two vehicles then side-slapped with the right of V1 contacting the left of V2.   V1 came to final rest in the intersection, facing southwest. V2 came to final rest in the intersection, facing south.",0,1009.3059309819,4,5
19569,2020,10,165,1-10-2020-165-05,5,10,3,16:22,2,2,9,97,2,0,8,2,2,2,"V1 was eastbound in the first lane, on a three-lane, non-physicallly divided roadway, with a two-way left turn lane. V1 departed two lanes to the left and impacted the front of V2, which was westbound in the first lane on the same roadway. The impact forced V2 to rotate slightly counter clockwise, causing the rear of V2 to impact a utility pole, where it came to final rest facing west off of the roadway. V1 came to final rest in the westbound lane facing west.",0,28.0755749424283,4,5
19570,2020,10,166,1-10-2020-166-06,6,10,7,11:46,2,1,2,9,1,0,3,2,2,0,"V1 was traveling west in the first lane on a two-lane, non-physically divided roadway. As V1 was negotiating a right curve, V1 departed the lane and roadway to the left. The left of V1 impacted with an embankment.   V1 began a clockwise yaw and rolled 4 quarter turns, left side leading, before coming to final rest on the shoulder, facing east.",0,345.725890352876,4,5
19572,2020,54,37,1-54-2020-037-03,3,10,2,05:25,1,2,1,1,1,0,4,2,2,1,V1 was traveling east in lane one on a 2-lane median divided roadway. V2 was also traveling east on the same roadway in front of V1. The front plane of V1 contacted the rear plane of V2. V2 continued forward and came to a final rest on the south side shoulder of the roadway. V1 continued forward in a clockwise rotation coming to a final rest partially on the south shoulder of the roadway.,0,458.894769804421,9,5
19487,2020,10,159,1-10-2020-159-02,2,10,7,20:46,3,3,2,6,2,0,3,2,2,4,"V1 was northbound in the first lane, on a two-lane, non-physically divided roadway. V2 was westbound in the first lane, on a two-lane, non-physically divided roadway. V2 was stopped facing south, in the first lane on a two-lane, non-physically divided roadway. As V1 and V2 entered the intersection, the front of V2 impacted the right side of V1 (Event 1). V1 then skid laterally, until impacting it's left side with the left side of V3 (Event 2). V3 rotated slightly clockwise and came to final rest facing south. V1 rolled over onto it's left side (Event 3) and came to final rest in the roadway. V3 rotated counter clockwise and came to final rest in the intersection facing southwest.",0,22.4086761209608,4,5
19132,2020,54,31,1-54-2020-031-06,6,9,7,11:45,2,1,3,14,2,1,4,2,2,0,"V1 was traveling southwest on a two way, two lane, undivided roadway negotiating a left curve in the roadway. V1 departed the right road edge. V1 steered left and returned to the roadway. V1 then steered right and departed the right road edge again in a clockwise rotation where it tripped and rolled left one quarter turn onto its left side then contacted a tree with its top where it came to rest facing north.",0,402.387719401376,9,5
19134,2020,17,104,1-17-2020-104-08,8,9,7,10:40,2,3,3,10,1,1,3,9,9,4,"V1 was traveling west on a six lane two way roadway with a grass median making a left-hand turn in the intersection. V2 was traveling east on the six lane two way roadway with a grass median approaching the same intersection. V3 was stopped at a traffic signal on a three lane two way roadway facing north towards the same intersection. In the intersection, the right side of V1 contacted the front of V2. V1 began a clockwise rotation and the front of V1 contacted the front of V3. V1,V2,V3 came to final rest on the roadway.",0,242.848524617834,4,5
19135,2020,11,71,1-11-2020-071-09,9,9,1,13:22,1,2,0,0,0,0,0,2,2,4,"Vehicle 2 was traveling northbound on a four lane non divided roadway, in the second travel lane. Vehicle 1 was stopped on an intersecting roadway and turning right onto the same roadway as Vehicle 2. Vehicle 1 contacted its frontal plane with the right side plane of Vehicle 2. Both Vehicles came to rest on the roadway.",0,5008.44905372691,8,5
19136,2020,11,72,1-11-2020-072-04,4,9,7,13:05,2,3,0,0,0,0,0,2,2,1,Vehicles #1 #2 and #3 were all traveling westbound on a four lane grass median divided roadway in the second travel lane. Vehicles #3 and #2 were slowing for traffic while in the second travel lane. Vehicle #1 contacted the back plane of Vehicle #2 with its frontal plane. Vehicle #2 then contacted the back plane of Vehicle #3 with its frontal. All three vehicles came to rest within their original travel lane on the roadway facing west.,0,2615.60411238361,8,5
19137,2020,48,55,1-48-2020-055-07,7,9,6,16:47,1,2,0,0,0,0,0,2,9,1,V1 and V2 were traveling west bound in lane 2 on a 5 lane roadway when the front of V1 contacted the rear of V2. Both vehicles came to rest in the roadway.,0,585.148840156735,12,5
19138,2020,48,56,1-48-2020-056-08,8,9,3,13:07,2,1,2,9,1,0,3,1,1,0,V1was traveling northbound in lane 1 on a 2 lane non physically divided roadway when V1 moved to lane 2 then over-corrected to the right departing the roadway to the right. V1 then began to yaw counterclockwise when V1 tripped and began to roll. V1 then contacted a bush and continued to roll 7 quarter turns coming to rest on its left side.,0,82.6337260427965,12,5
19139,2020,24,138,1-24-2020-138-07,7,9,5,14:00,2,2,0,0,0,0,0,2,2,5,"V1 was traveling west in the center lane on a three lane physically divided roadway. V2 was traveling west in lane 1 on the same roadway. The right plane of V1 contacted the left plane of V2. After initial contact with V1, V2 struck the guardrail with it's right plane before coming to final rest on the roadway. V1 came to final rest on the roadway near point of impact.",0,385.735922504641,1,5
19965,2020,77,105,1-77-2020-105-02,2,11,1,16:03,1,2,1,1,1,0,4,2,2,4,"V2 was traveling south in lane 2 of a 5 lane divided roadway. V1 was traveling east in lane 1 of a 3 lane, two way, roadway, and had stopped to turn right onto the same roadway that V2 was traveling on. As V1 pulled out to travel south on the roadway, V2's front plane contacted V1's left side plane. As a result of this contact, V1 rotated in a counter clockwise direction and crossed the three remaining lanes of the roadway. The vehicle then drove over a curb, departed the roadway to the left, and came to final rest in the grass median. V1's final rest position was approximately 33 meters from the initial impact. V2 came to final rest in lane two of the roadway and was positioned approximately 6 meters from the initial impact.",0,82.8182922699722,9,5
20304,2020,66,89,1-66-2020-089-07,7,12,5,16:48,1,2,9,97,1,0,8,2,9,4,"V1 was traveling south on a two lane, two way, undivided roadway and stopped at a four leg intersection with pass through east/west lanes. V2 was traveling west on a two lane, two way, undivided roadway with a right turn lane, passing through a four leg intersection. V1 proceeded into the intersection to make a left turn. The frontal plane of V2 contacted the left side plane of V1 causing damage to both vehicles. V1 came to final rest in the center of the intersection facing north. V2 came to rest in the eastbound lane facing east.",0,138.754407815887,6,5
20305,2020,66,90,1-66-2020-090-07,7,12,5,18:35,1,2,99,99,0,0,9,2,9,4,"V1 was traveling south on a two lane, two way, undivided roadway, through a four leg intersection. V2 was traveling east on a two lane, two way, undivided roadway through the same four leg intersection. The front plane of V2 struck the right side plane of V1 causing damage to both. V1 came to final rest south of the intersection, facing north, in the southbound lane. V2 came to rest headed east near the point of impact.",0,138.754407815887,6,5
20306,2020,59,66,1-59-2020-066-02,2,12,5,09:45,2,2,1,1,2,0,4,2,2,4,"V1 was traveling west in lane one of a two lane, one-way roadway approaching a four-legged intersection. V2 was traveling south in lane one of a two-lane, two-way, physically divided roadway approaching the same intersection.  V1 and V2 entered the intersection simultaneously. V1 front plane contacted V2 left plane. Both vehicles rotated and V1 right plane contacted V2 left plane.  Both vehicles came to final rest in the intersection.",0,52.6806053526557,6,5
20307,2020,14,98,1-14-2020-098-03,3,12,5,16:30,1,2,1,1,1,0,4,2,2,5,"V1 was traveling in lane 1 and merging into the southbound lane of an intersecting roadway. V2 was traveling in Lane 1 on a 2 lane, physically divided trafficway and headed south. V1's left side contacted V2's right side. V1 came to rest on the roadway. V2 was then shoved onto center median to the left where it came to rest.",0,6357.84380412677,8,5
20309,2020,76,99,1-76-2020-099-09,9,12,2,22:26,1,1,9,0,1,0,0,1,9,0,"V1 was traveling south on a two way, two lane, undivided roadway. V1 departed the right hand side (west) of the roadway striking a tree with its frontal plane. V1 came to final rest off of the roadway.",0,20.3205194306157,3,5
20310,2020,26,185,1-26-2020-185-04,4,12,1,09:50,1,2,0,0,0,0,0,2,2,4,V1 was traveling south west in the #1 lane of a 2 lane undivided roadway. V2 was traveling south east in the #1 lane of a 2 lane undivided roadway. Both vehicles crossed through an intersection. The front of V1 impacted the left of V2. Both vehicles rotated and came to rest facing south in the intersection.,0,3439.62280436166,10,5
20288,2020,24,194,1-24-2020-194-04,4,12,2,17:13,1,2,0,0,0,0,0,2,2,1,"V1 was traveling southeast on a three lane, physically divided roadway in lane one, a right turn only lane at an intersection. V2 was traveling east on an intersecting road and turned right to travel southeast, merging into lane one which was protected by a painted island at the intersection.  V1 crossed the painted island behind V2 and was in the same travel lane.  The front plane of V1 contacted the back of V2. V1 and V2 came to final rest at point of impact on roadway.",0,682.473154660584,1,5
20289,2020,24,195,1-24-2020-195-06,6,12,2,16:51,7,2,1,2,1,0,4,2,2,4,"V1 was traveling eastbound on a two lane, two-way, undivided roadway, passing through a four-way intersection. V2 was traveling north on a two lane, one-way, undivided roadway, passing through the same four-way intersection.The front of V1 made contact with the left side of V2, then in a side slap motion, V1 right side, made contact with V2 left side. After initial impact with V2, V1 continued northeast where it departed the roadway on the left side. V1 impacted a fence with it's front plane, V1 continued off roadway where it's front plane made contact with a chain fence further north. V1 then continued and struck decking of a home with it's front plane, where it came to final rest off roadway. After impact with V1, V2 continued east and departed the right side roadway. V2 front plane made contact with a traffic sign, then struck a utility pole with it's front plane before coming to final rest facing eastbound.",0,330.370412264633,1,5
20293,2020,52,205,1-52-2020-205-09,9,12,4,12:46,2,2,99,99,0,0,8,2,2,4,Vehicle 1 was traveling west on a two lane two-way non-physically divided roadway in the lane 1 position. Vehicle 2 was traveling northbound on a five lane two-way non-physically divided roadway in the lane 1 position. V1 began to make a right hand turn as both vehicles were entering the intersection at the same time. The front of V2 made contact with the left plane of V1. V1 rotated clockwise and the left side of V1 impacted the right side of V2.  V1 then came to final rest facing northwest. Vehicle 2 came to final rest just north of the intersection.,0,324.836574417776,12,5
20294,2020,25,137,1-25-2020-137-01,1,12,1,10:44,3,1,5,34,1,1,1,2,9,0,"V1 negotiating a right curve, traveling south following a two way, two lane road. V1 departed the roadway on the right. Continuing forward, V1 reentered the roadway on the right. V1 lost control and began to spin counterclockwise. V1 departed the roadway on the left, impacting a mailbox post with its right side. V1 continued on to impact a tree with its right side. V1 caught on fire before coming to final rest facing north on the left side of the roadway.",0,96.5205480797818,2,5
18969,2020,17,99,1-17-2020-099-05,5,9,2,20:25,4,2,3,10,4,1,3,9,1,0,V1 was traveling north on a two way divided roadway without a positive barrier. V2 was traveling south on the same two way roadway without a positive barrier. V1 departed the roadway to the left and the LF wheel contacted a curb. V1 proceeded across median into the southbound roadway and the front of V1 contacted the front of V2. V1 and V2 proceeded off the roadway to the west side after point of impact and the front of V1 and V2 contacted a guardrail off the roadway and came to final rest.,0,72.2952189419722,4,5
18970,2020,17,100,1-17-2020-100-06,6,9,7,05:11,2,1,1,2,1,0,4,9,9,0,V1 was traveling east on a two lane one way roadway. V2 was leagally parked facing east on the left side of the two lane one way roadway. V1 departed the roadway to the left and the left side of V1 contacted the right side of V2. V1 departed the roadway to the right side and the front of V1 contacted a concrete wall. V1 came to final rest off the roadway.,0,713.63871390907,4,5
18972,2020,11,66,1-11-2020-066-02,2,9,7,13:29,4,1,2,5,1,0,3,2,2,0,Vehicle 1 was traveling southbound on a four lane median divided roadway. Vehicle 1 was in the second travel lane and departed the roadway on the left contacting a guardrail face with its frontal plane. Vehicle 1 continued traveling after contact crossing the southbound lanes and departed the roadway on the right contacting a rock and pole with its frontal plane. Vehicle 1 continued and contacted an embankment with its undercarriage coming to rest off the roadway.,0,77.1543052356597,8,5
18973,2020,11,67,1-11-2020-067-09,9,9,5,06:45,1,2,0,0,0,0,4,2,2,1,"Both vehicles #1 and #2 were traveling southbound on a six lane positively divided trafficway. Vehicle #2 was decelerating in the second travel lane, Vehicle #1 continued to travel and contacted its frontal plane with the back plane of vehicle #2. Both vehicles came to rest on the roadway within the original travel lane.",0,5902.48942652143,8,5
20319,2020,31,88,1-31-2020-088-07,7,12,4,19:33,3,1,0,0,0,0,0,2,2,0,"V1 was southbound on a two lane, two way, undivided, rural roadway. While attempting to negotiate a right turn V1 departed the left side of the road. The front of V1 impacted a set of utility pole anchor wires with its front plane. V1 then continued southward and a detached guide wire contacted its left side. V1 then traveled into a ditch and overturned onto its left side. V1 came to final rest on its left side facing south.",0,305.703703358389,6,5
20320,2020,15,131,1-15-2020-131-04,4,12,4,10:45,1,2,0,0,0,0,0,9,9,5,V1 was traveling westbound in lane two on a five lane roadway and was changing lanes. V2 was in lane three on the same roadway also traveling straight westbound. V1's left plane came into contact with V2's right plane. Both vehicles came to final rest in the roadway.,0,224.33838687408,1,5
20323,2020,52,207,1-52-2020-207-03,3,12,7,16:01,2,3,1,1,1,0,6,2,2,1,"Vehicle 1, 2, and 3 were traveling east on a 3 lane two way non-physically divided roadway in lane 1 approaching an intersection. V3 was behind two non-contact vehicles. V2 was behind V3, and V1 was behind V2. The front of V1 contacted the rear of V2.  V2's front then contacted the rear of V3. All vehicles came to rest at impact.",0,51.4827108793485,12,5
20324,2020,22,147,1-22-2020-147-07,7,12,6,17:00,2,2,99,99,0,0,0,2,2,2,V1 was travelling South on a 2 lane 2 way not physically divided highway. V2 was travelling North on the same highway. V1 lost control on snow covered roadway and struck V2 front plane with its front plane. V2 then struck the guardrail face with its right plane. V1 came to rest facing Northeast. V2 came to rest facing North.,0,150.639826354749,12,5
19966,2020,77,106,1-77-2020-106-03,3,12,5,05:29,2,2,3,10,2,1,3,2,2,1,"V1 was traveling east in lane 2 of a 2 lane divided roadway. V2 was traveling in lane 1 on the same roadway and was slowing due to traffic ahead. V2 merged over into lane 1 behind V2 and then V1's front plane contacted V2's rear plane. As a result of this impact, V2 began to rotate in a clockwise direction and departed the roadway to the right. V2 then contacted a highway fence with its front plane, continued to rotate in a clockwise direction, and came to final rest off of the roadway approximately 16 meters from the initial impact. V2 came to final rest on the roadway in lane 1 and was approximately 10 meters from the initial impact",0,1372.78176337457,9,5
19967,2020,10,181,1-10-2020-181-09,9,12,4,21:20,7,2,99,99,0,0,8,2,2,5,"V1 was traveling southbound in lane 2 of a 4-lane undivided roadway, towing a trailer.  V2 was traveling southbound in lane 1 of the same roadway.  V1 changed lanes to the right where the front of V2 contacted the right side of V1.  The left side of V2 then contacted the right side of V1s trailer.  Both vehicles traveled off the roadway to the right where V1 tripped over the curb, rolling right 4 quarter turns. During the roll, the front of V1 contacted a 20cm diameter tree.  V1 continue rolling right where the undercarriage contacted a curb, coming to rest on top of curb.  After V2 departed the roadway right, the front contacted an unknown diameter tree and then contacted another unknown diameter tree with its front.  V2 came to rest off road near final event.",0,2076.94669214408,4,5
19968,2020,10,182,1-10-2020-182-03,3,12,3,07:00,2,2,9,97,1,0,9,2,2,5,"V1 and V2 were westbound in lane 1 of a 2-lane divided roadway with a grassy median. Traffic stopped due to an unrelated crash. V2 slowed to a stop. V1 applied brakes and steered right, and began to depart roadway. V1 then impacted it's left side with the rear of V2 (event 1). V1 continued off of the roadway and impacted the front plane with a sign. V1 continued forward and into a grassy area, where it came to final rest facing north west. V2 came to final rest in it's original lane facing west.",0,351.341755827439,4,5
19970,2020,10,184,1-10-2020-184-04,4,11,4,17:01,1,2,0,0,0,0,5,2,2,4,"V1 was traveling northeast in the first lane of a two-lane, non-physically divided alley. V2 was traveling southeast in the first lane of a two-lane, non-physically divided roadway. V1 began right turn onto roadway. The front of V2 impacted with the left side of V1. The impact caused V1 to rotate slightly clockwise and V1 came to final rest facing northeast in the first lane. V2 came to final rest facing east in it's original lane.",0,1060.93060941571,4,5
19971,2020,54,43,1-54-2020-043-04,4,11,2,09:20,2,1,1,1,1,0,0,2,2,0,"V1 was traveling southeast on a two way, two lane, undivided roadway negotiating a left hand curve in the roadway. V1 departed the right hand side of the roadway (South) contacting a utility pole guy-wire with its frontal plane. V1 continued off of the roadway contacting a barbed wire fence also with its frontal plane. V1 came to final rest off of the roadway.",0,179.201109639916,9,5
19972,2020,14,89,1-14-2020-089-04,4,11,7,11:12,1,2,0,0,0,0,0,2,2,1,"V1 and V2 were both traveling east in Lane 1 of a 3 lane roadway with 2 way turning lane, approaching intersection. V1 was stopped at light. V2 continued forward. V2's front contacted V1's rear. Both vehicles came to rest in the intersection.",0,2853.49586149791,8,5
19973,2020,14,90,1-14-2020-090-04,4,11,1,04:59,1,1,1,1,1,0,0,1,2,0,"V1 was traveling northwest bound on a 2 lane roadway and approaching an intersection. V1's tire blew out. V1 lost control, went over the lane line to the left and left the roadway. V1's front contacted a concrete pole base. V1 came to rest off the the roadway.",0,2853.49586149791,8,5
19974,2020,17,121,1-17-2020-121-02,2,11,7,23:30,1,1,3,9,2,1,3,9,9,0,"V1 was traveling southeast on a two lane two way roadway negotiating right curve. V1 departed the roadway to the left and proceeded traveling to the southeast. V1 returned to the roadway at a three way intersection and began a counter-clockwise rotation in the air. V1 continued southeast into an non-planted agriculture field and began an eight quarter turn, primarily right rollover. V1 came to final rest off the roadway and right side up.",0,60.0793896237542,4,5
19975,2020,17,122,1-17-2020-122-08,8,11,5,08:26,5,1,3,22,1,1,3,9,1,0,"V1 was traveling east on a two lane two way roadway. V1 departed the roadway to the left side and proceeded down an embankment. At the bottom of the embankment, the front of V1 contacted a pile of brush. V1 continued to travel off road and the front of V1 impacted a trough and the left side contacted a chain link fence post. V1 then proceeded east off the roadway and the front V1 contacted a wooden fence and then a tree. V1 came to final rest off the roadway facing north.",0,799.358295633079,4,5
19876,2020,31,81,1-31-2020-081-10,10,8,7,19:28,3,1,0,0,0,0,0,2,2,0,"V1 was northbound on a two lane, two way, undivided roadway approaching a three leg intersection. V1 began a left turn and impacted a stop sign with the frontal plane causing damage. V1 continued off the road into a ditch impacting a culvert with the undercarriage and a tree with the frontal plane coming to final rest in the ditch facing west.",0,1050.67424392979,6,5
19877,2020,73,95,1-73-2020-095-07,7,11,4,11:58,1,1,0,0,0,0,0,2,2,0,"V1 was traveling north on a two way, two lane, undivided roadway. A deer entered the western side of the roadway crossing paths and contacting V1 on the frontal plane. V1 came to final rest on the roadway.",0,122.995934935321,3,5
19878,2020,24,177,1-24-2020-177-04,4,11,6,14:00,1,2,0,0,0,0,0,2,2,4,"V1 was traveling westbound, on a four lane, two-way, undivided roadway, attempting to make a left turn. V2 was traveling eastbound, on a four lane, two-way, undivided roadway, passing through an intersection. The front of V1 contacted the front of V2. V1 and V2 came to final on roadway facing southeast.",0,2193.78327182364,1,5
19879,2020,18,87,1-18-2020-087-07,7,11,3,06:10,1,1,0,0,0,0,0,2,2,0,"Vehicle #1 was traveling northwest in lane one of a two-lane undivided trafficway.  The front of V1 contacted an animal.  V1 came to rest in the roadway, still facing northwest.",0,706.89115134891,6,5
19880,2020,77,103,1-77-2020-103-09,9,11,1,16:30,2,1,1,1,1,0,0,9,9,0,"V1 was traveling east in lane one of a two lane, two way roadway when the vehicle departed its lane on the left side. The vehicle then veered back into its original travel lane and began to rotate in a clockwise direction. V1 then departed the roadway on the right side, contacted an embankment with its left front plane, and began a left side leading rollover. The vehicle rolled 4 quarter turns and came to final rest on its wheels in the roadway, facing south. Final rest position was approximately 34 meters from the initial right side roadway departure.",0,1285.43065512954,9,5
19881,2020,77,104,1-77-2020-104-04,4,11,7,08:47,1,2,0,0,0,0,0,2,2,4,"V1 was traveling south in lane two of a five lane, positively divided roadway. V2 was traveling north in lane four of the same roadway and was turning left to travel west on a 3 lane divided roadway. At the intersection, V1's front plane contacted V2's right side plane. Both vehicles came to final rest in the intersection a short distance from the point of impact.",0,686.68551479932,9,5
19882,2020,10,177,1-10-2020-177-01,1,11,2,14:32,3,2,3,22,2,1,1,2,1,2,"V1 was traveling east in the second lane on a five-lane, non-physically divided roadway, with a two-way left turn lane. V2 was traveling west in the second lane. V1 departed three lane lines to the left, and the front of V1 impacted with the front of V2 (event 1). The force caused V1 to rotate clockwise and V2 came to final rest facing southeast in the intersection. The impact caused V2 to depart the roadway and the front of V2 impacted with a curb (event 2). V2 continued traveling west on the sidewalk until the left of V2 impacted a utility pole (event 3) and came to final rest facing north, with the front of the vehicle in a grassy area.",0,20.7611405952343,4,5
19883,2020,10,178,1-10-2020-178-10,10,11,3,08:35,4,1,0,0,0,0,0,2,2,0,"V1 was westbound in the second lane, on a three-lane, physically divided roadway. V1 departed the roadway to the right, impacting the concrete wall. (Event 1)  V1 continued traveling, and the right back bumper impacted the concrete wall. (Event 2)  V1 continued traveling and the front of V1 impacted a light pole. (Event 3) The force of the impact caused V1 to roll over. (Event 4) V1 came to final rest on the roadway, on its top.",0,3448.33003505499,4,5
19884,2020,10,179,1-10-2020-179-07,7,11,3,12:42,1,2,0,0,0,0,0,2,2,6,"V1 was traveling north on a four lane roadway, in lane two.  V2 was traveling south on the same roadway, in lane two.  Shortly before it reached the intersection, V1 crossed the centerline and its front struck the left side of V2.  Both vehicles came to rest in the southbound lanes of travel.",0,822.841330127463,4,5
20074,2020,13,114,1-13-2020-114-06,6,12,4,21:16,2,2,1,1,1,0,4,9,9,4,"V2 was traveling north, in the third of three lanes, on a two-way roadway, divided with medians. V2 was passing by a break in the median, when V2 was struck on the right rear by V1, who was exiting a driveway on the east side of the road, intended direction unknown. The impact caused V2 to spin clockwise, until finally coming to a rest after hitting a metal railing further up on the north east side of impact location.",0,1350.9110245363,7,5
17443,2020,24,65,1-24-2020-065-03,3,4,4,10:28,1,2,1,2,2,0,4,2,2,1,V1 and V2 were traveling west on a two-lane divided roadway. V2 stopped in traffic in front of V1 and the front of V1 contacted the back of V2. Both vehicles came to final rest at point of impact on roadway.,1,154.554718093495,1,5
17444,2020,24,66,1-24-2020-066-04,4,4,5,07:10,1,2,0,0,0,0,0,2,2,4,"V1 was traveling eastbound on four-lane divided roadway, V2 was traveling westbound on a four-lane divided roadway attempting to turn left at the intersection. The front of V2 contacted the right side of V1 in the middle of the intersection. Both V1 and V2 came to final rest in the intersection.",1,501.948673349838,1,5
17445,2020,48,31,1-48-2020-031-09,9,5,6,13:36,3,2,1,1,1,0,6,2,2,5,Roadway was a 5 lane non-divided roadway with a 2 way middle turn lane. V1 turned southbound from a private drive and was in the middle turn lane. V2 was traveling southbound in the number 2 lane. V1 departed the middle turn lane into the number 2 lane and the right side of V1 contacted the front of V2. V2 then departed the roadway to the right and the front of V2 contacted a tree. V2 then climbed up the tree and rolled onto its left side and came to rest.,0,308.627636309706,12,5
17446,2020,48,32,1-48-2020-032-06,6,5,6,16:56,3,2,0,0,0,0,0,2,9,5,"V1 turned left, from a private driveway. V1 was then in lane 3 of a 5 lane roadway with 2 way left turn lane. V1 changed lanes leaving lane 3 to the right. V1's right side contacted V2's left side in Lane 2. V2 then departed all lanes to the right. V2's tire then contacted a curb and right side contacted bushes, before coming to final rest off of the roadway.",0,98.6541814613096,12,5
